_ID_,_VAL_
170747,0.026447101075600006
170748,0.14617277011727442
170749,0.11373393293680951
170750,0.10010426982461984
170751,0.03140678128880864
170752,0.4615520885873603
170753,0.02385798331433245
170754,0.015787765390613506
170755,0.10426513180765459
170756,0.04251237508643656
170757,0.00856898614459959
170758,0.0879180363738438
170759,0.4190647810739743
170760,0.027760807380309043
170761,0.027863121431772272
170762,0.05228366831575621
170763,0.11831708786509776
170764,0.20055146370567054
170765,0.03675542880585011
170766,0.341875990184927
170767,0.01849798530222007
170768,0.27597846621532696
170769,0.38960858454941144
170770,0.015104949050466172
170771,0.01733549313537884
170772,0.021441815706261014
170773,0.2579051851953981
170774,0.12130929190207253
170775,0.31357259149964906
170776,0.11057118755433432
170777,0.033835235871348686
170778,0.010410579419578894
170779,0.018052035630455415
170780,0.05683966479919367
170781,0.36814857351775343
170782,0.029963366727125965
170783,0.0504440180222798
170784,0.06990312113957917
170785,0.09594664100744763
170786,0.0728374506142305
170787,0.06009491849278517
170788,0.23641852579003367
170789,0.0307950351284251
170790,0.04037448958609707
170791,0.057543713140715366
170792,0.012075179213814584
170793,0.024887050768644507
170794,0.05161702382429563
170795,0.5509201355239254
170796,0.018027515182087457
170797,0.049045611306177885
170798,0.06140849939804613
170799,0.04877036080700701
170800,0.0260810683153437
170801,0.21080249536240842
170802,0.09696701827689568
170803,0.21835497106355392
170804,0.19283323625918702
170805,0.16192791358802072
170806,0.09320227322063324
170807,0.0327622479394653
170808,0.21197395492311086
170809,0.022553511456011137
170810,0.35027428808193684
170811,0.25095088759658546
170812,0.043839130099855295
170813,0.08048690005044123
170814,0.02229002212123203
170815,0.21195313092915313
170816,0.2543642525859202
170817,0.03037135526541554
170818,0.06591132655240126
170819,0.011070119329073537
170820,0.22688460811913289
170821,0.1950479921427683
170822,0.04756200079759014
170823,0.0338509832518681
170824,0.013733003812782725
170825,0.246967868524455
170826,0.03743126518253436
170827,0.04312969816503868
170828,0.02827966036105258
170829,0.1108717803836327
170830,0.11552160323549529
170831,0.03683270118888254
170832,0.2681982286995739
170833,0.03753421714574291
170834,0.4825009252262672
170835,0.6190991547938719
170836,0.44429073763633187
170837,0.3862132275589681
170838,0.006148292511347656
170839,0.1136216817938041
170840,0.3969864599247027
170841,0.01780156363456667
170842,0.05644790822644118
170843,0.08259132071876574
