client_id,credit_count_new
26,1.4744407754959548
51,2.637820912452254
53,1.6124585291430122
73,1.110827773830936
75,2.3013765560353816
88,2.377722094194186
95,1.7636147958776438
139,2.003465174349837
154,1.922556526226515
155,1.6246373593373324
156,1.2571556128366288
173,2.281163026771007
190,1.2976049773803633
202,2.182329049919816
208,2.8132560960275472
214,1.7003923145705315
218,1.9655977531119073
222,1.6981134161927858
232,2.099198782734642
259,1.944774179560039
270,1.9560183934923547
316,1.2334031057439399
326,1.2190433243143297
337,2.9941904557458834
338,1.5608128158921195
343,1.4046959096727192
350,2.276401870971758
353,1.3080927200641732
355,1.8065925250519164
364,1.160827773830936
370,1.6911946003549136
375,1.7508025757119985
393,1.4307921919471212
397,3.205462313373829
404,2.0359797802869535
418,2.237253100579533
421,1.4837271302131168
511,1.8406475935377138
533,1.3819600347380105
544,2.1618389745413418
563,1.4705956261696624
598,1.1827505211083826
612,2.1640130741913426
641,1.0614102718713967
666,1.219811470064173
697,1.7348395810284623
712,1.8698673667073031
717,1.5691746296871902
741,1.584772293584526
744,1.2686607412751667
751,1.7116676330602558
754,2.233831788137045
787,1.7610162114529087
842,1.19955432648854
860,1.800159609391216
891,1.1993728574305076
901,1.7387450537400078
903,1.9302206733078613
942,2.54413243321356
957,1.2703443576585058
1001,1.0614102718713967
1022,1.504222175340834
1026,1.5746551202486019
1028,2.8800277182809486
1032,1.922556526226515
1034,2.9018525715321912
1043,1.922556526226515
1054,2.2753973269503187
1113,2.1460250533940615
1129,1.9259842775366742
1137,2.241224587090569
1154,2.021665913487849
1171,3.469766414921449
1189,2.254621631417898
1214,2.3899185939662337
1217,1.4646291934640032
1239,1.4039028726464626
1263,3.2952706824390936
1286,1.1993728574305076
1298,2.7006038276218347
1312,2.4737097218953332
1325,1.9872076150581233
1335,1.135990806397705
1380,1.9309827401533173
1385,1.2686607412751667
1405,2.7625093721112117
1414,1.349020971717083
1418,2.004509356415194
1426,2.4083377924232527
1454,2.887176247451241
1459,2.9190420059773183
1496,1.1153984445227774
1508,2.8800277182809486
1517,2.67539476879936
1538,2.217260746719789
1541,3.488113406789497
1544,1.9081361078880223
1558,1.648113416192786
1560,1.4801858344697474
1613,2.67539476879936
1620,1.9529954417078543
1622,1.9607564292453472
1630,1.3409817653782263
1646,1.2921920888452965
1652,2.0413980747827374
1683,1.384772293584526
1700,2.7753810087652777
1715,2.8354093760302974
1744,1.9298594040767423
1813,2.294085848620125
1822,3.0316656499638404
1833,3.151835928396534
1856,1.7936974176301366
1862,1.176185183634891
1886,2.821469701251475
1891,2.258472380150036
1933,1.4287078029562992
1938,1.6710612487354783
1945,1.349020971717083
1970,2.952415854472797
2005,1.6737236728146265
2017,2.233906475620585
2029,1.6598781868742578
2033,1.3731735454100902
2046,1.2937633636467814
2062,1.1515930043761464
2072,3.167312186190807
2096,1.9995538671062185
2105,2.2484599654300053
2125,1.274982817508603
2157,1.2781324716011515
2167,2.468739069366076
2169,1.9908813665743352
2205,3.0590417215463312
2250,2.204263618477728
2286,1.8065925250519164
2293,1.1217516942738697
2305,1.075843627859527
2322,1.3304383949520877
2340,2.61079716073465
2384,1.386699686188091
2395,2.161967416011142
2423,2.7767369733755096
2446,1.5282799105907332
2450,2.8259955723585137
2470,1.6135027493660659
2519,2.4136188604777638
2574,1.2943218413949018
2579,1.4623199510590916
2586,2.839891664380362
2614,2.877218277282779
2654,1.658893171453738
2676,1.9115889677307885
2702,1.3731735454100902
2765,2.0963427923230826
2767,2.2763383181786105
2774,1.868465627677938
2822,1.9401747440725134
2823,2.015342553475282
2824,1.4333437999970606
2844,1.0963921152254632
2869,1.3653318202947868
2871,2.656119282231921
2874,2.316855592235733
2882,0.9713384837821758
2893,1.4018208410659359
2964,1.3385983645435764
2991,1.6131488088421542
3147,1.224799226244735
3174,2.4010796349811367
3176,2.67539476879936
3187,1.6770406155648434
3222,2.26237336337405
3238,1.6981134161927858
3240,1.8283707054207377
3260,2.2910237013213886
3261,2.1511557806924566
3265,1.5448783925323437
3271,1.2047618390251427
3320,2.650091525533088
3323,2.1387352353460427
3333,2.2624592509547985
3384,2.1663578491811184
3390,1.8629703374133495
3400,1.325364150649476
3401,1.3227922122692173
3405,2.1148654452413305
3408,1.8381426979945323
3417,2.747229223019204
3423,1.648725352206478
3436,2.8800277182809486
3442,1.219811470064173
3446,2.1377303863633648
