client_id,overdue_credit_count_new
26,0.019443400591097594
51,0.014613871280011917
53,0.0710450692073435
73,0.434059760934652
75,0.02050394113156465
88,0.017770591012039434
95,0.01994442875801334
139,0.013784695985517775
154,0.01202976689946317
155,0.01693956250969215
156,0.015412004706936178
173,0.01994442875801334
190,0.014930001931385148
202,0.0059397224704416576
208,0.28325444835484886
214,0.3307212136691769
218,0.01044796520168086
222,0.012310408376689412
232,0.0028935464456415344
259,0.0018294128760590375
270,0.02508894011588625
316,0.020548938443656732
326,0.01323309960094488
337,0.01996298286263111
338,0.014682263078788633
343,0.06868967298888323
350,0.013784695985517775
353,0.020545436497163054
355,0.02050394113156465
364,0.013383986192276454
370,0.011933508221176923
375,0.01212401877339712
393,0.43127098205676423
397,0.02042038268828429
404,0.0010471242886591612
418,0.013483015375744253
421,0.012310408376689412
511,0.013383986192276454
533,0.002234439316842405
544,0.020526196244564473
563,0.012840258609822967
598,0.2899375038813603
612,0.017589202346398373
641,0.0172537956408116
666,0.06925765370902609
697,0.0010546916748766628
712,0.0683635387449466
717,0.013383986192276454
741,0.019403470489079803
744,0.02050394113156465
751,0.013110874713402157
754,0.005970561277218199
787,0.020526196244564473
842,0.012184738489232072
860,0.011933508221176923
891,0.02050394113156465
901,0.015943398766481508
903,0.05235778813247784
942,0.02210462040652858
957,0.012871650247771071
1001,0.025273017758189055
1022,0.004052905430608838
1026,0.05525030295400759
1028,0.240858225465198
1032,0.0013029150568752835
1034,0.01996298286263111
1043,0.0010471242886591612
1054,0.0018294128760590375
1113,0.012310408376689412
1129,0.0010471242886591612
1137,0.43368962456862237
1154,0.004337095389998144
1171,0.4731644087264672
1189,0.0010471242886591612
1214,0.012310408376689412
1217,0.3312709820567641
1239,0.3827555687046974
1263,0.282203611464051
1286,0.0010471242886591612
1298,0.01994442875801334
1312,0.002234439316842405
1325,0.053420049351782316
1335,0.28456736751533074
1380,0.0010471242886591612
1385,0.0172537956408116
1405,0.3812709820567641
1414,0.3819448738467638
1418,0.0010471242886591612
1426,0.012310408376689412
1454,0.005045556227885972
1459,0.0010471242886591612
1496,0.38936047822515385
1508,0.23818483871226787
1517,0.43127098205676423
1538,0.0008788895612193046
1541,0.0200146227462046
1544,0.011933508221176923
1558,0.01855207252732378
1560,0.0226708164307104
1613,0.43127098205676423
1620,0.38368962456862227
1622,0.014682263078788633
1630,0.0010471242886591612
1646,0.004337095389998144
1652,0.43127098205676423
1683,0.012310408376689412
1700,0.3812709820567641
1715,0.018362215160352774
1744,0.43127098205676423
1813,0.29085822546519796
1822,0.002234439316842405
1833,0.019403470489079803
1856,0.013383986192276454
1862,0.010277302870831399
1886,0.019403470489079803
1891,0.001025631238078849
1933,0.01994442875801334
1938,0.01237677975967446
1945,0.01818591101970151
1970,0.020270659638563095
2005,0.019443400591097594
2017,0.01994442875801334
2029,0.013110874713402157
2033,0.01224907258227588
2046,0.02050394113156465
2062,0.24079439105199327
2072,0.35236739674337764
2096,0.0010471242886591612
2105,0.0010471242886591612
2125,0.0010546916748766628
2157,0.016784808780598678
2167,0.02050394113156465
2169,0.011933508221176923
2205,0.02050394113156465
2250,0.21064103155272948
2286,0.014068724087123013
2293,0.014682263078788633
2305,0.43177246005366043
2322,0.022710180424267833
2340,0.012310408376689412
2384,0.01994442875801334
2395,0.011035941127906063
2423,0.012310408376689412
2446,0.014682263078788633
2450,0.005118992344020937
2470,0.01766911564847368
2519,0.0010471242886591612
2574,0.011933508221176923
2579,0.003633786316858964
2586,0.36385900022825757
2614,0.02867807305641339
2654,0.4803738844314343
2676,0.014682263078788633
2702,0.017978961995859834
2765,0.018606445191692307
2767,0.0010471242886591612
2774,0.014682263078788633
2822,0.0059397224704416576
2823,0.43127098205676423
2824,0.013875035673173289
2844,0.018278122872123277
2869,0.01914366740009074
2871,0.02050394113156465
2874,0.02050394113156465
2882,0.011933508221176923
2893,0.434059760934652
2964,0.480388025177914
2991,0.01996298286263111
3147,0.2836333116514058
3174,0.011933508221176923
3176,0.2529362806063046
3187,0.0028935464456415344
3222,0.01956898994763063
3238,0.012310408376689412
3240,0.013110874713402157
3260,0.013784695985517775
3261,0.019509921901044634
3265,0.013383986192276454
3271,0.002234439316842405
3320,0.012310408376689412
3323,0.01855207252732378
3333,0.0010471242886591612
3384,0.018606445191692307
3390,0.013110874713402157
3400,0.0010471242886591612
3401,0.002234439316842405
3405,0.02041597578778396
3408,0.01994442875801334
3417,0.0010471242886591612
3423,0.003340907801961005
3436,0.016873023918768573
3442,0.012070023761304796
3446,0.011812597826889974
3452,0.018606445191692307
3504,0.0198927023904975
3506,0.011812597826889974
3519,0.020956934056717495
3520,0.019231056695976353
3529,0.012227917834552054
3532,0.02050394113156465
3551,0.01683653514811452
3553,0.019403470489079803
3559,0.012310408376689412
3563,0.01818591101970151
3631,0.02050394113156465
3649,0.01935174412156396
3671,0.0010471242886591612
3672,0.012233571409839274
3733,0.0010471242886591612
3736,0.01861235480777378
3749,0.02050394113156465
3785,0.013134668223198096
3791,0.012310408376689412
3812,0.019443400591097594
3826,0.0702706596385631
3838,0.01994442875801334
3849,0.01994442875801334
3856,0.43127098205676423
3861,0.019403470489079803
3870,0.282242849456321
3888,0.02050394113156465
3923,0.2874530018601257
3958,0.02210462040652858
3959,0.013483015375744253
3973,0.014752631868689914
3987,0.0010471242886591612
4005,0.004337095389998144
4010,0.01994442875801334
4042,0.019068867898551615
4079,0.014012370568601353
4084,0.017770591012039434
4088,0.0010546916748766628
4089,0.43127098205676423
4094,0.1146364860764163
4095,0.0010471242886591612
4097,0.06288759836018795
4100,0.3312709820567641
4115,0.02050394113156465
4116,0.012840258609822967
4145,0.013381732458796244
4162,0.012310408376689412
4163,0.010277302870831399
4182,0.010625548386181582
4197,0.1802636963565111
4209,0.003758840125737725
4221,0.0010471242886591612
4228,0.012310408376689412
4261,0.3812709820567641
4298,0.004337095389998144
4336,0.3307212136691769
4345,0.02865456738252888
4371,0.02050394113156465
4375,0.012871650247771071
4384,0.018590902775103637
4412,0.013282703275328444
4414,0.002234439316842405
4431,0.017954663682541505
4434,0.012326071990692059
4443,0.025273017758189055
4458,0.02050394113156465
4472,0.017438003726926294
4587,0.005045556227885972
4596,0.01994442875801334
4610,0.02768882495330613
4625,0.01996298286263111
4637,0.0017538237922571144
4644,0.02050394113156465
4646,0.012310408376689412
4690,0.012310408376689412
4713,0.016538852716450832
4714,0.029753505350457083
4752,0.002234439316842405
4781,0.019092661408347554
4792,0.0036149620130623374
4833,0.0010471242886591612
4842,0.06400613834770719
4863,0.019660907607826926
4911,0.01994442875801334
4913,0.330388025177914
4916,0.3251824620391678
4917,0.012126634917604046
4925,0.38657004498127556
4927,0.012486419099005592
4942,0.012310408376689412
4956,0.0010471242886591612
4976,0.018443234380818126
5014,0.43127098205676423
5053,0.003633786316858964
5058,0.017783932423414535
5089,0.019296271024277688
5136,0.015736574184527084
5176,0.02050394113156465
5207,0.006016559437291796
5215,0.0010471242886591612
5244,0.3326502030003688
5265,0.01994442875801334
5283,0.28456736751533074
5375,0.2843949537222273
5396,0.0010471242886591612
5424,0.3839070420950267
5429,0.012486419099005592
5430,0.02050394113156465
5482,0.02050394113156465
5485,0.0010471242886591612
5500,0.010028881827019437
5508,0.014126533748886677
5512,0.003340907801961005
5520,0.3812709820567641
5523,0.43127098205676423
5549,0.01323309960094488
5551,0.004337095389998144
5561,0.012310408376689412
5569,0.019691373417588483
5589,0.019403470489079803
5593,0.2863239430534192
5594,0.28789502849789417
5602,0.014682263078788633
5626,0.09122821717682808
5671,0.2843949537222273
5675,0.012808828390054431
5679,0.02865456738252888
5694,0.019403470489079803
5695,0.24145347027120506
5707,0.05951806561051143
5722,0.014580980161840623
5727,0.0010471242886591612
5759,0.0172537956408116
5786,0.01994442875801334
5797,0.011035941127906063
5801,0.018046932818140998
5837,0.018596858418526777
5844,0.019403470489079803
5855,0.06950992190104463
5857,0.018606445191692307
5896,0.0010471242886591612
5910,0.45440050014120353
5984,0.012310408376689412
5985,0.0010471242886591612
6024,0.01312794558898324
6035,0.2836333116514058
6038,0.019403470489079803
